ticker,name,buy_price,quantity,buy_date
5930,삼성전자,,,
660,SK하이닉스,,,
5930,삼성전자,55900.0,10.0,2025-05-28
660,SK하이닉스,0.0,10.0,2025-05-28
5930,삼성전자,55900.0,10.0,2025-05-28
660,SK하이닉스,0.0,10.0,2025-05-28
5930,삼성전자,55900.0,10.0,2025-05-28
5930,삼성전자,55900.0,10.0,2025-05-28
5930,삼성전자,55900.0,10.0,2025-05-28
5930,삼성전자,55900.0,10.0,2025-05-28
5930,삼성전자,55900.0,10.0,2025-05-28
005930,삼성전자,55900.0,10.0,2025-05-28
